,h_1,W_1,L1_final,H1_final,L2_final,M1_final,cure_at_1500,M2_final,H2_final
16,1.4893939393939393,0.028,39357.906808528816,3123.553473440005,39357.906808528816,252540.9840208079,1.0,252540.9840208079,3123.553473440005
17,1.4893939393939393,0.02975,39234.05299278238,3070.621683674363,39234.05299278238,251702.6646785636,1.0,251702.6646785636,3070.621683674363
18,1.4893939393939393,0.0315,39109.42441027257,3017.681312480648,39109.42441027257,250854.21223295608,1.0,250854.21223295608,3017.681312480648
19,1.4893939393939393,0.033249999999999995,38983.9624715801,2964.731299833467,38983.9624715801,249995.2158763657,1.0,249995.2158763657,2964.731299833467
22,1.4893939393939393,0.035,38857.60602824524,2911.770386202197,38857.60602824524,249125.24044390727,1.0,249125.24044390727,2911.770386202197
20,1.4893939393939393,0.03675,38730.29106966826,2858.7970702614466,38730.29106966826,248243.823983273,1.0,248243.823983273,2858.7970702614466
23,1.4893939393939393,0.038499999999999986,38601.95037724223,2805.8095575962016,38601.95037724223,247350.4749581049,1.0,247350.4749581049,2805.8095575962016
21,1.4893939393939393,0.04025,38472.51312717668,2752.8056985579256,38472.51312717668,246444.66901317603,1.0,246444.66901317603,2752.8056985579256
24,1.4893939393939393,0.042,38341.90443161049,2699.7829130799696,38341.90443161049,245525.84521391714,1.0,245525.84521391714,2699.7829130799696
26,1.4893939393939393,0.04375,38210.04480532829,2646.73809985696,38210.04480532829,244593.40165348645,1.0,244593.40165348645,2646.73809985696
25,1.4893939393939393,0.0455,38076.84954259064,2593.667526829514,38076.84954259064,243646.6902968918,1.0,243646.6902968918,2593.667526829514
27,1.4893939393939393,0.047249999999999986,37942.2279851494,2540.566699388277,37942.2279851494,242685.01090260642,1.0,242685.01090260642,2540.566699388277
28,1.4893939393939393,0.049,37806.08265830947,2487.430202120297,37806.08265830947,241707.60382655807,1.0,241707.60382655807,2487.430202120297
29,1.4893939393939393,0.05075,37668.308246747205,2434.251509269121,37668.308246747205,240713.64146988463,1.0,240713.64146988463,2434.251509269121
30,1.4893939393939393,0.052499999999999984,37528.790375505385,2381.022758378682,37528.790375505385,239702.2180787973,1.0,239702.2180787973,2381.022758378682
31,1.4893939393939393,0.054249999999999986,37387.40415392626,2327.7344808616713,37387.40415392626,238672.3375403116,1.0,238672.3375403116,2327.7344808616713
33,1.4893939393939393,0.056,37244.01243098085,2274.375282512504,37244.01243098085,237622.8987392556,1.0,237622.8987392556,2274.375282512504
34,1.4893939393939393,0.05775,37098.46369919918,2220.931466334927,37098.46369919918,236552.67794726568,1.0,236552.67794726568,2220.931466334927
32,1.4893939393939393,0.0595,36950.5895708552,2167.38658956863,36950.5895708552,235460.3076005829,1.0,235460.3076005829,2167.38658956863
35,1.4893939393939393,0.061249999999999985,36800.201733841546,2113.7209466224394,36800.201733841546,234344.250687365,1.0,234344.250687365,2113.7209466224394
36,1.4893939393939393,0.063,36647.088275409886,2059.9109699652154,36647.088275409886,233202.76980386282,1.0,233202.76980386282,2059.9109699652154
37,1.4893939393939393,0.06474999999999999,36491.00923930525,2005.9285421972256,36491.00923930525,232033.8897495388,1.0,232033.8897495388,2005.9285421972256
38,1.4893939393939393,0.06649999999999999,36331.69125554409,1951.740214964897,36331.69125554409,230835.35231220815,1.0,230835.35231220815,1951.740214964897
39,1.4893939393939393,0.06824999999999999,36168.821052133615,1897.306334705978,36168.821052133615,229604.56164564716,1.0,229604.56164564716,1897.306334705978
40,1.4893939393939393,0.06999999999999999,36002.037624713725,1842.5800822752246,36002.037624713725,228338.51836714978,1.0,228338.51836714978,1842.5800822752246
41,1.4893939393939393,0.07175,35830.92280437024,1787.506444456731,35830.92280437024,227033.74020998948,1.0,227033.74020998948,1787.506444456731
42,1.4893939393939393,0.0735,35654.9899276199,1732.0211517490266,35654.9899276199,225686.16677311488,1.0,225686.16677311488,1732.0211517490266
46,1.4893939393939393,0.07525,35473.67027924364,1676.049640576626,35473.67027924364,224291.04564842716,1.0,224291.04564842716,1676.049640576626
47,1.4893939393939393,0.07699999999999999,35286.296953921454,1619.5061316522379,35286.296953921454,222842.79702517344,1.0,222842.79702517344,1619.5061316522379
49,1.4893939393939393,0.07874999999999999,35092.08577541883,1562.2929623660877,35092.08577541883,221334.85385016433,1.0,221334.85385016433,1562.2929623660877
52,1.4893939393939393,0.08049999999999999,34890.11293579498,1504.3003726709414,34890.11293579498,219759.474879727,1.0,219759.474879727,1504.3003726709414
53,1.4893939393939393,0.08224999999999999,34679.28909104588,1445.4070232337722,34679.28909104588,218107.5286640037,1.0,218107.5286640037,1445.4070232337722
44,1.4893939393939393,0.08399999999999999,34458.32980032632,1385.481622054609,34458.32980032632,216368.24788933972,1.0,216368.24788933972,1385.481622054609
43,1.4893939393939393,0.08574999999999999,34225.722458024,1324.3861476604875,34225.722458024,214528.95587309546,1.0,214528.95587309546,1324.3861476604875
45,1.4893939393939393,0.0875,33979.69028324228,1261.9812721637552,33979.69028324228,212574.77072279213,1.0,212574.77072279213,1261.9812721637552
48,1.4893939393939393,0.08925,33718.15454433651,1198.1346822190205,33718.15454433651,210488.29812912547,1.0,210488.29812912547,1198.1346822190205
50,1.4893939393939393,0.091,33438.697044231434,1132.7330279423054,33438.697044231434,208249.3312867813,1.0,208249.3312867813,1132.7330279423054
51,1.4893939393939393,0.09275,33138.52598529511,1065.698132784456,33138.52598529511,205834.58611925552,1.0,205834.58611925552,1065.698132784456
60,1.4893939393939393,0.0945,32814.44962106897,997.0077796011856,32814.44962106897,203217.51139985738,1.0,203217.51139985738,997.0077796011856
54,1.4893939393939393,0.09625,32462.863432205617,926.720743480278,32462.863432205617,200368.22518167188,1.0,200368.22518167188,926.720743480278
55,1.4893939393939393,0.098,32079.757626671835,855.0046816208717,32079.757626671835,197253.63850560648,1.0,197253.63850560648,855.0046816208717
56,1.4893939393939393,0.09975,31660.75206106096,782.1640069132567,31660.75206106096,193837.83034469085,1.0,193837.83034469085,782.1640069132567
61,1.4893939393939393,0.1015,31201.16454310466,708.6631304080411,31201.16454310466,190082.72842427413,1.0,190082.72842427413,708.6631304080411
62,1.4893939393939393,0.10325,30696.11519792456,635.1388900553693,30696.11519792456,185949.12291214208,1.0,185949.12291214208,635.1388900553693
57,1.4893939393939393,0.10499999999999997,30140.663693781324,562.395308287805,30140.663693781324,181397.99017804206,1.0,181397.99017804206,562.395308287805
63,1.4893939393939393,0.10674999999999997,29529.967799149745,491.3748976620595,29529.967799149745,176392.033829767,1.0,176392.033829767,491.3748976620595
58,1.4893939393939393,0.1085,28859.442168079815,423.1041750081603,28859.442168079815,170897.2711199975,1.0,170897.2711199975,423.1041750081603
59,1.4893939393939393,0.11025,28124.887690243275,358.6166819303795,28124.887690243275,164884.42547128448,1.0,164884.42547128448,358.6166819303795
64,1.4893939393939393,0.112,27322.557015911556,298.8633118222625,27322.557015911556,158329.85657410932,1.0,158329.85657410932,298.8633118222625
65,1.4893939393939393,0.11375,26449.123216746502,244.62480786040132,26449.123216746502,151215.79039609828,1.0,151215.79039609828,244.62480786040132
66,1.4893939393939393,0.1155,25501.526356482904,196.44259150481176,25501.526356482904,143529.70998982177,1.0,143529.70998982177,196.44259150481176
67,1.4893939393939393,0.11725,24476.68496875972,154.58054836102156,24476.68496875972,135262.92347426325,1.0,135262.92347426325,154.58054836102156
68,1.4893939393939393,0.11900000000000001,23371.072431846584,119.02304774433884,23371.072431846584,126408.51935141301,1.0,126408.51935141301,119.02304774433884
69,1.4893939393939393,0.12074999999999997,22180.16919693312,89.50599952788788,22180.16919693312,116959.15120122329,1.0,116959.15120122329,89.50599952788788
70,1.4893939393939393,0.12249999999999997,20897.812630995242,65.57114699961069,20897.812630995242,106905.42341840106,1.0,106905.42341840106,65.57114699961069
71,1.4893939393939393,0.12425,19515.489347879327,46.63088068741615,19515.489347879327,96236.25822274409,1.0,96236.25822274409,46.63088068741615
72,1.4893939393939393,0.126,18021.68553942837,32.03167504967461,18021.68553942837,84943.91629649898,1.0,84943.91629649898,32.03167504967461
74,1.4893939393939393,0.12774999999999995,16401.615448376626,21.10746992608815,16401.615448376626,73039.09427327591,1.0,73039.09427327591,21.10746992608815
73,1.4893939393939393,0.12949999999999998,14638.183761183755,13.218189208193548,14638.183761183755,60586.8307866179,1.0,60586.8307866179,13.218189208193548
75,1.4893939393939393,0.13124999999999998,12716.274413651823,7.771803140981595,12716.274413651823,47781.42379802621,1.0,47781.42379802621,7.771803140981595
76,1.4893939393939393,0.13299999999999998,10634.658759280248,4.230732589960269,10634.658759280248,35076.48724227719,1.0,35076.48724227719,4.230732589960269
77,1.4893939393939393,0.13474999999999998,8431.020292136709,2.1068819981076747,8431.020292136709,23324.676895564404,1.0,23324.676895564404,2.1068819981076747
78,1.4893939393939393,0.13649999999999998,6231.611448530401,0.9996725367536936,6231.611448530401,13750.409709228621,1.0,13750.409709228621,0.9996725367536936
79,1.4893939393939393,0.13824999999999998,5959.263338726814,0.9999517124009416,5959.263338726814,12769.16150494163,1.0,12769.16150494163,0.9999517124009416
80,1.4893939393939393,0.14,5940.949836511705,0.9999475766031456,5940.949836511705,12729.515688649919,1.0,12729.515688649919,0.9999475766031456
81,1.4893939393939393,0.14175,5923.523276165019,0.9999194487982009,5923.523276165019,12692.574720169958,1.0,12692.574720169958,0.9999194487982009
82,1.4893939393939393,0.1435,5905.595464600359,0.9996549814811544,5905.595464600359,12653.534302700044,1.0,12653.534302700044,0.9996549814811544
83,1.4893939393939393,0.14525,5889.153812202441,0.9998909107376882,5889.153812202441,12619.652269264798,1.0,12619.652269264798,0.9998909107376882
84,1.4893939393939393,0.147,5872.442218330869,0.9999796265474789,5872.442218330869,12584.524493249475,1.0,12584.524493249475,0.9999796265474789
85,1.4893939393939393,0.14875,5855.400612903011,0.9998988673348206,5855.400612903011,12547.940511203014,1.0,12547.940511203014,0.9998988673348206
88,1.4893939393939393,0.1505,5837.974998751543,0.999628569348436,5837.974998751543,12509.712926151811,1.0,12509.712926151811,0.999628569348436
90,1.4893939393939393,0.15225,5821.353493850699,0.9996102914154128,5821.353493850699,12474.165848387534,1.0,12474.165848387534,0.9996102914154128
91,1.4893939393939393,0.15399999999999994,5805.856444562889,0.9999648833423695,5805.856444562889,12442.459008601749,1.0,12442.459008601749,0.9999648833423695
95,1.4893939393939393,0.15574999999999994,5788.859912707476,0.9997163208718598,5788.859912707476,12405.073832062271,1.0,12405.073832062271,0.9997163208718598
86,1.4893939393939393,0.15749999999999995,5773.379630460166,0.999988428859424,5773.379630460166,12372.953373332864,1.0,12372.953373332864,0.999988428859424
87,1.4893939393939393,0.15924999999999995,5757.317571170744,0.9999997013240254,5757.317571170744,12338.495170573215,1.0,12338.495170573215,0.9999997013240254
89,1.4893939393939393,0.16099999999999998,5741.005118442558,0.9998736802356688,5741.005118442558,12302.907820264805,1.0,12302.907820264805,0.9998736802356688
92,1.4893939393939393,0.16274999999999998,5724.377384633217,0.9995861154241292,5724.377384633217,12265.9642731655,1.0,12265.9642731655,0.9995861154241292
93,1.4893939393939393,0.16449999999999998,5709.605873611222,0.9999515626802415,5709.605873611222,12235.509182682319,1.0,12235.509182682319,0.9999515626802415
94,1.4893939393939393,0.16624999999999998,5693.897160332154,0.9999237399358576,5693.897160332154,12201.456381128335,1.0,12201.456381128335,0.9999237399358576
98,1.4893939393939393,0.16799999999999998,5677.794623371728,0.9997060324692908,5677.794623371728,12165.77694462375,1.0,12165.77694462375,0.9997060324692908
99,1.4893939393939393,0.16974999999999998,5662.3675798980275,0.9997009529668652,5662.3675798980275,12132.328014528635,1.0,12132.328014528635,0.9997009529668652
96,1.4893939393939393,0.1715,5647.657108383206,0.9999253123634584,5647.657108383206,12101.255065203704,1.0,12101.255065203704,0.9999253123634584
97,1.4893939393939393,0.17325,5632.532046206891,0.9999533819714432,5632.532046206891,12068.490973331665,1.0,12068.490973331665,0.9999533819714432
4,0.5560606060606059,0.0,43379.18632001944,6354.621566932243,43379.18632001944,283025.4561294705,1.0,283025.4561294705,6354.621566932243
14,0.5560606060606059,0.0017499999999999998,43260.50950447036,6270.115492597364,43260.50950447036,282301.0808137495,1.0,282301.0808137495,6270.115492597364
7,0.5560606060606059,0.0035,43141.803318594524,6185.606638098912,43141.803318594524,281570.958886145,1.0,281570.958886145,6185.606638098912
13,0.5560606060606059,0.00525,43023.02626066776,6101.094819563272,43023.02626066776,280834.8911961783,1.0,280834.8911961783,6101.094819563272
5,0.5560606060606059,0.006999999999999999,42904.136632028836,6016.579831094735,42904.136632028836,280092.6708188971,1.0,280092.6708188971,6016.579831094735
15,0.5560606060606059,0.008749999999999999,42785.09244410669,5932.0614405763945,42785.09244410669,279344.082573078,1.0,279344.082573078,5932.0614405763945
3,0.5560606060606059,0.0105,42665.85132284205,5847.539384542298,42665.85132284205,278588.90249849233,1.0,278588.90249849233,5847.539384542298
11,0.5560606060606059,0.01225,42546.370409730676,5763.013361910417,42546.370409730676,277826.89728707884,1.0,277826.89728707884,5763.013361910417
2,0.5560606060606059,0.014,42426.60625862501,5678.483026317264,42426.60625862501,277057.8236619624,1.0,277057.8236619624,5678.483026317264
12,0.5560606060606059,0.01575,42306.51472731442,5593.94797673824,42306.51472731442,276281.42769718193,1.0,276281.42769718193,5593.94797673824
1,0.5560606060606059,0.017499999999999998,42186.050862760516,5509.40774600626,42186.050862760516,275497.44406966714,1.0,275497.44406966714,5509.40774600626
9,0.5560606060606059,0.01925,42065.16877868654,5424.861786756831,42065.16877868654,274705.59523340943,1.0,274705.59523340943,5424.861786756831
6,0.5560606060606059,0.021,41943.821523996805,5340.309454222384,41943.821523996805,273905.59050379944,1.0,273905.59050379944,5340.309454222384
10,0.5560606060606059,0.02275,41821.960940231744,5255.749985174312,41821.960940231744,273097.12503773824,1.0,273097.12503773824,5255.749985174312
0,0.5560606060606059,0.0245,41699.537505926404,5171.182472158239,41699.537505926404,272279.8786921801,1.0,272279.8786921801,5171.182472158239
8,0.5560606060606059,0.02625,41576.50016532405,5086.605831984607,41576.50016532405,271453.51474017696,1.0,271453.51474017696,5086.605831984607
16,0.5560606060606059,0.028,41452.796138386424,5002.01876721654,41452.796138386424,270617.6784191009,1.0,270617.6784191009,5002.01876721654
17,0.5560606060606059,0.02975,41328.370708410526,4917.419719131378,41328.370708410526,269771.99528027297,1.0,269771.99528027297,4917.419719131378
18,0.5560606060606059,0.0315,41203.16698278297,4832.806810315719,41203.16698278297,268916.06930258736,1.0,268916.06930258736,4832.806810315719
19,0.5560606060606059,0.033249999999999995,41077.125621444575,4748.17777467572,41077.125621444575,268049.4807244818,1.0,268049.4807244818,4748.17777467572
20,0.5560606060606059,0.035,40950.18452645375,4663.5298721941135,40950.18452645375,267171.7835385138,1.0,267171.7835385138,4663.5298721941135
22,0.5560606060606059,0.03675,40822.278484580616,4578.859785234951,40822.278484580616,266282.5025803373,1.0,266282.5025803373,4578.859785234951
21,0.5560606060606059,0.038499999999999986,40693.33875306479,4494.163492569527,40693.33875306479,265381.13012854103,1.0,265381.13012854103,4494.163492569527
23,0.5560606060606059,0.04025,40563.292576456886,4409.436116564365,40563.292576456886,264467.1219129192,1.0,264467.1219129192,4409.436116564365
32,0.5560606060606059,0.042,40432.0626197376,4324.671738119361,40432.0626197376,263539.89240551327,1.0,263539.89240551327,4324.671738119361
33,0.5560606060606059,0.04375,40299.566299555,4239.863172960522,40299.566299555,262598.8092401646,1.0,262598.8092401646,4239.863172960522
34,0.5560606060606059,0.0455,40165.714991301626,4155.001701771096,40165.714991301626,261643.18657125137,1.0,261643.18657125137,4155.001701771096
35,0.5560606060606059,0.047249999999999986,40030.413084698055,4070.076745380265,40030.413084698055,260672.2771392009,1.0,260672.2771392009,4070.076745380265
36,0.5560606060606059,0.049,39893.55685436079,3985.0754748319237,39893.55685436079,259685.26275770488,1.0,259685.26275770488,3985.0754748319237
37,0.5560606060606059,0.05075,39755.03310427145,3899.9823446446376,39755.03310427145,258681.24287320505,1.0,258681.24287320505,3899.9823446446376
38,0.5560606060606059,0.052499999999999984,39614.717535852826,3814.7785359960667,39614.717535852826,257659.22076888647,1.0,257659.22076888647,3814.7785359960667
39,0.5560606060606059,0.054249999999999986,39472.47277818287,3729.4412950004908,39472.47277818287,256618.0868904025,1.0,256618.0868904025,3729.4412950004908
24,0.5560606060606059,0.056,39328.14600537333,3643.943149831536,39328.14600537333,255556.59865587892,1.0,255556.59865587892,3643.943149831536
25,0.5560606060606059,0.05775,39181.56604993116,3558.2509893842475,39181.56604993116,254473.35597514387,1.0,254473.35597514387,3558.2509893842475
26,0.5560606060606059,0.0595,39032.53990159642,3472.324985796424,39032.53990159642,253366.771539336,1.0,253366.771539336,3472.324985796424
27,0.5560606060606059,0.061249999999999985,38880.84845834937,3386.117343939861,38880.84845834937,252235.03474897676,1.0,252235.03474897676,3386.117343939861
28,0.5560606060606059,0.063,38726.241369707786,3299.570863655754,38726.241369707786,251076.06792405914,1.0,251076.06792405914,3299.570863655754
29,0.5560606060606059,0.06474999999999999,38568.430782009884,3212.617306059882,38568.430782009884,249887.47318317016,1.0,249887.47318317016,3212.617306059882
30,0.5560606060606059,0.06649999999999999,38407.083761355534,3125.175565119044,38407.083761355534,248666.46809281825,1.0,248666.46809281825,3125.175565119044
31,0.5560606060606059,0.06824999999999999,38241.813133144846,3037.149661889588,38241.813133144846,247409.80788100645,1.0,247409.80788100645,3037.149661889588
40,0.5560606060606059,0.06999999999999999,38072.16643956074,2948.426604013477,38072.16643956074,246113.6916974362,1.0,246113.6916974362,2948.426604013477
41,0.5560606060606059,0.07175,37897.61268131598,2858.874190851845,37897.61268131598,244773.65011675,1.0,244773.65011675,2858.874190851845
42,0.5560606060606059,0.0735,37717.5264832313,2768.338899539297,37717.5264832313,243384.41087148024,1.0,243384.41087148024,2768.338899539297
44,0.5560606060606059,0.07525,37531.169313844046,2676.6440647426143,37531.169313844046,241939.73974773212,1.0,241939.73974773212,2676.6440647426143
43,0.5560606060606059,0.07699999999999999,37337.667411065515,2583.588671084253,37337.667411065515,240432.25380023482,1.0,240432.25380023482,2583.588671084253
45,0.5560606060606059,0.07874999999999999,37135.986139033725,2488.947217781492,37135.986139033725,238853.2047202609,1.0,238853.2047202609,2488.947217781492
46,0.5560606060606059,0.08049999999999999,36924.90065377127,2392.4712934680842,36924.90065377127,237192.23156507273,1.0,237192.23156507273,2392.4712934680842
47,0.5560606060606059,0.08224999999999999,36702.963024084274,2293.8937128364137,36702.963024084274,235437.08445455934,1.0,235437.08445455934,2293.8937128364137
64,0.5560606060606059,0.08399999999999999,36468.46638488005,2192.936301015292,36468.46638488005,233573.32465740282,1.0,233573.32465740282,2192.936301015292
65,0.5560606060606059,0.08574999999999999,36219.40734290243,2089.3226306439396,36219.40734290243,231584.01216379247,1.0,231584.01216379247,2089.3226306439396
66,0.5560606060606059,0.0875,35953.44875438392,1982.7971513848831,35953.44875438392,229449.39976431808,1.0,229449.39976431808,1982.7971513848831
67,0.5560606060606059,0.08925,35667.886169133795,1873.1520873532024,35667.886169133795,227146.6629910285,1.0,227146.6629910285,1873.1520873532024
68,0.5560606060606059,0.091,35359.622645264935,1760.2630472465244,35359.622645264935,224649.70767237645,1.0,224649.70767237645,1760.2630472465244
70,0.5560606060606059,0.09275,35025.158134056874,1644.1332865924273,35025.158134056874,221929.1100110592,1.0,221929.1100110592,1644.1332865924273
71,0.5560606060606059,0.0945,34660.60090154725,1524.9447822109526,34660.60090154725,218952.2552781461,1.0,218952.2552781461,1524.9447822109526
69,0.5560606060606059,0.09625,34261.70897141657,1403.1116446296066,34261.70897141657,215683.7458881612,1.0,215683.7458881612,1403.1116446296066
48,0.5560606060606059,0.098,33823.96862891683,1279.3281155146694,33823.96862891683,212086.14156258266,1.0,212086.14156258266,1279.3281155146694
49,0.5560606060606059,0.09975,33342.71384312111,1154.600172111912,33342.71384312111,208121.06677396208,1.0,208121.06677396208,1154.600172111912
50,0.5560606060606059,0.1015,32813.28450638028,1030.247867620809,32813.28450638028,203750.66907498718,1.0,203750.66907498718,1030.247867620809
51,0.5560606060606059,0.10325,32231.21279814884,907.8666288091,32231.21279814884,198939.3376827133,1.0,198939.3376827133,907.8666288091
52,0.5560606060606059,0.10499999999999997,31592.41700904667,789.2411740803259,31592.41700904667,193655.50609342122,1.0,193655.50609342122,789.2411740803259
53,0.5560606060606059,0.10674999999999997,30893.373279452066,676.2155543303799,30893.373279452066,187873.28765285187,1.0,187873.28765285187,676.2155543303799
54,0.5560606060606059,0.1085,30131.23104993972,570.5349338778198,30131.23104993972,181573.65703280503,1.0,181573.65703280503,570.5349338778198
55,0.5560606060606059,0.11025,29303.84013420825,473.6849761814095,29303.84013420825,174744.9166566284,1.0,174744.9166566284,473.6849761814095
56,0.5560606060606059,0.112,28409.666689570884,386.7585318316002,28409.666689570884,167382.280686469,1.0,167382.280686469,386.7585318316002
57,0.5560606060606059,0.11375,27447.58960121098,310.37427663434886,27447.58960121098,159486.55130536386,1.0,159486.55130536386,310.37427663434886
58,0.5560606060606059,0.1155,26416.583315081156,244.65935951741127,26416.583315081156,151062.01578827368,1.0,151062.01578827368,244.65935951741127
59,0.5560606060606059,0.11725,25315.30308035657,189.29271099446862,25315.30308035657,142113.82205424382,1.0,142113.82205424382,189.29271099446862
60,0.5560606060606059,0.11900000000000001,24141.5910727473,143.5930461667611,24141.5910727473,132645.18249115796,1.0,132645.18249115796,143.5930461667611
61,0.5560606060606059,0.12074999999999997,22891.917879572375,106.6294668020208,22891.917879572375,122654.84123789752,1.0,122654.84123789752,106.6294668020208
62,0.5560606060606059,0.12249999999999997,21560.769157439518,77.33336764826106,21560.769157439518,112135.4097561706,1.0,112135.4097561706,77.33336764826106
63,0.5560606060606059,0.12425,20139.99531612443,54.59590634990203,20139.99531612443,101073.61487232494,1.0,101073.61487232494,54.59590634990203
72,0.5560606060606059,0.126,18618.19273161609,37.342502807730604,18618.19273161609,89454.5753397983,1.0,89454.5753397983,37.342502807730604
73,0.5560606060606059,0.12774999999999995,16980.34935801442,24.58216644814054,16980.34935801442,77274.62552400574,1.0,77274.62552400574,24.58216644814054
74,0.5560606060606059,0.12949999999999998,15208.43407661295,15.433606945911976,15208.43407661295,64572.072885649,1.0,64572.072885649,15.433606945911976
77,0.5560606060606059,0.13124999999999998,13284.686247058848,9.13191040471298,13284.686247058848,51493.130833044735,1.0,51493.130833044735,9.13191040471298
76,0.5560606060606059,0.13299999999999998,11201.483973780678,5.019856681347763,11201.483973780678,38413.79473812326,1.0,38413.79473812326,5.019856681347763
75,0.5560606060606059,0.13474999999999998,8983.789965222428,2.52895032324201,8983.789965222428,26097.475326807256,1.0,26097.475326807256,2.52895032324201
78,0.5560606060606059,0.13649999999999998,6724.485659757713,1.1611518974188066,6724.485659757713,15697.688790864517,1.0,15697.688790864517,1.1611518974188066
79,0.5560606060606059,0.13824999999999998,5961.335712284844,0.9999859697855176,5961.335712284844,12776.28875435636,1.0,12776.28875435636,0.9999859697855176
98,0.5560606060606059,0.14,5940.295531926547,0.9997027550261016,5940.295531926547,12727.119501394413,1.0,12727.119501394413,0.9997027550261016
97,0.5560606060606059,0.14175,5922.880894517038,0.9996824782478766,5922.880894517038,12690.228900208998,1.0,12690.228900208998,0.9996824782478766
99,0.5560606060606059,0.1435,5906.306153494875,0.9999174544356234,5906.306153494875,12656.127125464072,1.0,12656.127125464072,0.9999174544356234
88,0.5560606060606059,0.14525,5889.0875184158585,0.9998663925114274,5889.0875184158585,12619.410618299817,1.0,12619.410618299817,0.9998663925114274
95,0.5560606060606059,0.147,5871.679742845075,0.9996972657849912,5871.679742845075,12581.747714810139,1.0,12581.747714810139,0.9996972657849912
96,0.5560606060606059,0.14875,5854.714440549384,0.9996444402557042,5854.714440549384,12545.443938899687,1.0,12545.443938899687,0.9996444402557042
89,0.5560606060606059,0.1505,5838.138219886102,0.9996891648925372,5838.138219886102,12510.306227653764,1.0,12510.306227653764,0.9996891648925372
92,0.5560606060606059,0.15225,5822.216796610601,0.9999312408997328,5822.216796610601,12477.301225737505,1.0,12477.301225737505,0.9999312408997328
80,0.5560606060606059,0.15399999999999994,5805.236203037185,0.9997339798561594,5805.236203037185,12440.208348402311,1.0,12440.208348402311,0.9997339798561594
81,0.5560606060606059,0.15574999999999994,5789.137586562941,0.9998198218305274,5789.137586562941,12406.080483793723,1.0,12406.080483793723,0.9998198218305274
82,0.5560606060606059,0.15749999999999995,5772.609941608441,0.9997011415010971,5772.609941608441,12370.16543863991,1.0,12370.16543863991,0.9997011415010971
84,0.5560606060606059,0.15924999999999995,5757.171485273032,0.9999450982437648,5757.171485273032,12337.966471886342,1.0,12337.966471886342,0.9999450982437648
83,0.5560606060606059,0.16099999999999998,5740.192590538584,0.9995696448313394,5740.192590538584,12299.970132842216,1.0,12299.970132842216,0.9995696448313394
85,0.5560606060606059,0.16274999999999998,5724.1149954460425,0.9994878208033036,5724.1149954460425,12265.016525773855,1.0,12265.016525773855,0.9994878208033036
86,0.5560606060606059,0.16449999999999998,5709.553601918055,0.9999319495432616,5709.553601918055,12235.320515823458,1.0,12235.320515823458,0.9999319495432616
87,0.5560606060606059,0.16624999999999998,5693.539953486728,0.9997895472730974,5693.539953486728,12200.168289907137,1.0,12200.168289907137,0.9997895472730974
90,0.5560606060606059,0.16799999999999998,5677.928951266743,0.9997565553939612,5677.928951266743,12166.26087670162,1.0,12166.26087670162,0.9997565553939612
91,0.5560606060606059,0.16974999999999998,5662.224668169216,0.9996471352883874,5662.224668169216,12131.813627710579,1.0,12131.813627710579,0.9996471352883874
93,0.5560606060606059,0.1715,5647.851045833551,0.9999984547079834,5647.851045833551,12101.952571293774,1.0,12101.952571293774,0.9999984547079834
94,0.5560606060606059,0.17325,5632.089843291316,0.9997864080488624,5632.089843291316,12066.902035935127,1.0,12066.902035935127,0.9997864080488624
5,1.5106060606060605,0.0,41237.46593169594,3936.1603310004216,41237.46593169594,264515.2201818261,1.0,264515.2201818261,3936.1603310004216
15,1.5106060606060605,0.0017499999999999998,41119.35261727175,3883.745105315195,41119.35261727175,263797.127084746,1.0,263797.127084746,3883.745105315195
2,1.5106060606060605,0.0035,41001.21009038413,3831.327284148401,41001.21009038413,263073.34633971076,1.0,263073.34633971076,3831.327284148401
10,1.5106060606060605,0.00525,40882.996945600986,3778.9067321819252,40882.996945600986,262343.6803558611,1.0,262343.6803558611,3778.9067321819252
3,1.5106060606060605,0.006999999999999999,40764.671580029826,3726.4833021151508,40764.671580029826,261607.92384189815,1.0,261607.92384189815,3726.4833021151508
14,1.5106060606060605,0.008749999999999999,40646.19210145613,3674.0568327940914,40646.19210145613,260865.86333644265,1.0,260865.86333644265,3674.0568327940914
6,1.5106060606060605,0.0105,40527.51623419887,3621.627146958527,40527.51623419887,260117.27670058128,1.0,260117.27670058128,3621.627146958527
11,1.5106060606060605,0.01225,40408.60122200645,3569.1940485224195,40408.60122200645,259361.93256826335,1.0,259361.93256826335,3569.1940485224195
4,1.5106060606060605,0.014,40289.40372724704,3516.7573192845894,40289.40372724704,258599.58974954262,1.0,258599.58974954262,3516.7573192845894
13,1.5106060606060605,0.01575,40169.8797255644,3464.316714943129,40169.8797255644,257829.99658084376,1.0,257829.99658084376,3464.316714943129
7,1.5106060606060605,0.017499999999999998,40049.984395065614,3411.8719602597,40049.984395065614,257052.89021546327,1.0,257052.89021546327,3411.8719602597
9,1.5106060606060605,0.01925,39929.671998977836,3359.4227431853856,39929.671998977836,256267.9958463357,1.0,256267.9958463357,3359.4227431853856
0,1.5106060606060605,0.021,39808.89576055285,3306.968707719152,39808.89576055285,255475.02585168649,1.0,255475.02585168649,3306.968707719152
12,1.5106060606060605,0.02275,39687.60772880247,3254.509445219797,39687.60772880247,254673.6788524781,1.0,254673.6788524781,3254.509445219797
